rating_id,evaluation_id,rater_id,batch_id,rating,rated_at
RT000423,E00141,R007,B1,3,2026-03-14 22:18:51.821088
RT000424,E00142,R010,B1,1,2026-03-14 21:47:56.489930
RT000425,E00142,R007,B1,2,2026-03-14 21:52:56.489930
RT000426,E00142,R002,B1,2,2026-03-15 00:19:56.489930
RT000427,E00143,R002,B1,2,2026-03-15 00:27:26.369414
RT000428,E00143,R003,B1,3,2026-03-15 01:32:26.369414
RT000429,E00143,R008,B1,1,2026-03-15 02:07:26.369414
RT000430,E00144,R003,B1,2,2026-03-15 02:15:27.256304
RT000431,E00144,R009,B1,1,2026-03-15 03:23:27.256304
RT000432,E00144,R005,B1,2,2026-03-15 02:47:27.256304
RT000433,E00145,R012,B1,2,2026-03-15 05:18:47.138136
RT000434,E00145,R002,B1,2,2026-03-15 06:15:47.138136
RT000435,E00145,R010,B1,2,2026-03-15 05:18:47.138136
RT000436,E00146,R009,B1,5,2026-03-15 06:02:27.189479
RT000437,E00146,R007,B1,5,2026-03-15 06:36:27.189479
RT000438,E00146,R004,B1,5,2026-03-15 06:52:27.189479
RT000439,E00147,R007,B1,2,2026-03-15 10:08:00.700538
RT000440,E00147,R005,B1,2,2026-03-15 10:41:00.700538
RT000441,E00147,R001,B1,2,2026-03-15 11:46:00.700538
RT000442,E00148,R010,B1,5,2026-03-15 11:17:03.469614
RT000443,E00148,R005,B1,4,2026-03-15 11:34:03.469614
RT000444,E00148,R003,B1,5,2026-03-15 13:31:03.469614
RT000445,E00149,R012,B1,4,2026-03-15 12:36:17.841102
RT000446,E00149,R008,B1,5,2026-03-15 12:56:17.841102
RT000447,E00149,R003,B1,5,2026-03-15 14:44:17.841102
RT000448,E00150,R005,B1,4,2026-03-15 14:48:04.624587
RT000449,E00150,R011,B1,5,2026-03-15 15:26:04.624587
RT000450,E00150,R010,B1,4,2026-03-15 17:12:04.624587
RT000451,E00151,R009,B2,4,2026-03-15 23:51:52.742130
RT000452,E00151,R008,B2,4,2026-03-16 00:34:52.742130
RT000453,E00151,R002,B2,4,2026-03-15 23:59:52.742130
RT000454,E00152,R002,B2,4,2026-03-16 01:39:23.736301
RT000455,E00152,R001,B2,4,2026-03-16 02:44:23.736301
RT000456,E00152,R008,B2,4,2026-03-16 03:15:23.736301
RT000457,E00153,R008,B2,1,2026-03-16 05:23:43.065364
RT000458,E00153,R002,B2,1,2026-03-16 05:48:43.065364
RT000459,E00153,R004,B2,1,2026-03-16 06:23:43.065364
RT000460,E00154,R001,B2,1,2026-03-16 06:50:43.377679
RT000461,E00154,R012,B2,1,2026-03-16 08:09:43.377679
RT000462,E00154,R009,B2,1,2026-03-16 07:22:43.377679
RT000463,E00155,R008,B2,1,2026-03-16 08:24:48.773402
RT000464,E00155,R001,B2,1,2026-03-16 08:49:48.773402
RT000465,E00155,R010,B2,2,2026-03-16 09:22:48.773402
RT000466,E00156,R003,B2,2,2026-03-16 11:31:53.321574
RT000467,E00156,R005,B2,1,2026-03-16 12:51:53.321574
RT000468,E00156,R009,B2,1,2026-03-16 13:55:53.321574
RT000469,E00157,R009,B2,4,2026-03-16 12:51:22.112226
RT000470,E00157,R005,B2,5,2026-03-16 13:42:22.112226
RT000471,E00157,R008,B2,5,2026-03-16 15:27:22.112226
RT000472,E00158,R005,B2,4,2026-03-16 15:24:08.705761
RT000473,E00158,R009,B2,4,2026-03-16 15:46:08.705761
RT000474,E00158,R003,B2,4,2026-03-16 16:08:08.705761
RT000475,E00159,R005,B2,5,2026-03-16 18:22:49.857122
RT000476,E00159,R008,B2,5,2026-03-16 19:37:49.857122
RT000477,E00159,R004,B2,5,2026-03-16 19:18:49.857122
RT000478,E00160,R009,B2,3,2026-03-16 20:08:12.793709
RT000479,E00160,R003,B2,4,2026-03-16 20:20:12.793709
RT000480,E00160,R004,B2,4,2026-03-16 20:42:12.793709
RT000481,E00161,R010,B2,4,2026-03-16 21:07:25.046120
RT000482,E00161,R006,B2,5,2026-03-16 22:05:25.046120
RT000483,E00161,R007,B2,5,2026-03-16 21:55:25.046120
RT000484,E00162,R006,B2,4,2026-03-16 23:54:00.311201
RT000485,E00162,R002,B2,4,2026-03-17 01:18:00.311201
RT000486,E00162,R007,B2,4,2026-03-17 00:30:00.311201
RT000487,E00163,R011,B2,3,2026-03-17 02:14:02.780760
RT000488,E00163,R004,B2,2,2026-03-17 02:56:02.780760
RT000489,E00163,R008,B2,3,2026-03-17 04:54:02.780760
RT000490,E00164,R005,B2,4,2026-03-17 04:21:35.988441
RT000491,E00164,R012,B2,4,2026-03-17 04:24:35.988441
RT000492,E00164,R003,B2,4,2026-03-17 05:23:35.988441
RT000493,E00165,R012,B2,4,2026-03-17 05:54:24.009420
RT000494,E00165,R004,B2,2,2026-03-17 06:02:24.009420
RT000495,E00165,R011,B2,3,2026-03-17 06:26:24.009420
RT000496,E00166,R008,B2,5,2026-03-17 08:04:40.157910
RT000497,E00166,R004,B2,5,2026-03-17 09:33:40.157910
RT000498,E00166,R011,B2,5,2026-03-17 09:20:40.157910
RT000499,E00167,R005,B2,1,2026-03-17 10:41:17.252007
RT000500,E00167,R012,B2,1,2026-03-17 11:40:17.252007
RT000501,E00167,R001,B2,1,2026-03-17 11:39:17.252007
RT000502,E00168,R011,B2,4,2026-03-17 14:23:04.179893
RT000503,E00168,R009,B2,4,2026-03-17 14:59:04.179893
RT000504,E00168,R012,B2,4,2026-03-17 16:47:04.179893
RT000505,E00169,R002,B2,4,2026-03-17 15:27:45.789141
RT000506,E00169,R007,B2,3,2026-03-17 16:17:45.789141
RT000507,E00169,R008,B2,4,2026-03-17 17:33:45.789141
RT000508,E00170,R003,B2,3,2026-03-17 17:08:04.496845
RT000509,E00170,R006,B2,3,2026-03-17 18:19:04.496845
RT000510,E00170,R010,B2,3,2026-03-17 18:26:04.496845
RT000511,E00171,R012,B2,4,2026-03-17 20:26:02.540204
RT000512,E00171,R001,B2,4,2026-03-17 21:43:02.540204
RT000513,E00171,R010,B2,3,2026-03-17 20:40:02.540204
RT000514,E00172,R008,B2,3,2026-03-17 21:43:23.915393
RT000515,E00172,R002,B2,2,2026-03-17 22:25:23.915393
RT000516,E00172,R009,B2,2,2026-03-17 22:41:23.915393
RT000517,E00173,R009,B2,1,2026-03-18 00:04:26.303656
RT000518,E00173,R001,B2,1,2026-03-18 00:40:26.303656
RT000519,E00173,R006,B2,1,2026-03-18 02:06:26.303656
RT000520,E00174,R004,B2,4,2026-03-18 03:06:57.751799
RT000521,E00174,R006,B2,5,2026-03-18 03:43:57.751799
RT000522,E00174,R012,B2,5,2026-03-18 03:46:57.751799
RT000523,E00175,R007,B2,2,2026-03-18 05:11:46.641416
RT000524,E00175,R011,B2,2,2026-03-18 05:20:46.641416
RT000525,E00175,R002,B2,2,2026-03-18 06:51:46.641416
RT000526,E00176,R008,B2,3,2026-03-18 06:01:52.181040
RT000527,E00176,R005,B2,3,2026-03-18 06:05:52.181040
RT000528,E00176,R009,B2,3,2026-03-18 06:29:52.181040
RT000529,E00177,R007,B2,5,2026-03-18 08:28:30.405702
RT000530,E00177,R011,B2,4,2026-03-18 09:57:30.405702
RT000531,E00177,R004,B2,4,2026-03-18 09:44:30.405702
RT000532,E00178,R010,B2,2,2026-03-18 11:28:36.082555
RT000533,E00178,R009,B2,1,2026-03-18 11:39:36.082555
RT000534,E00178,R008,B2,2,2026-03-18 12:26:36.082555
RT000535,E00179,R007,B2,4,2026-03-18 13:32:25.312367
RT000536,E00179,R012,B2,4,2026-03-18 14:40:25.312367
RT000537,E00179,R006,B2,4,2026-03-18 15:54:25.312367
RT000538,E00180,R007,B2,1,2026-03-18 16:43:05.533234
RT000539,E00180,R009,B2,1,2026-03-18 16:49:05.533234
RT000540,E00180,R008,B2,2,2026-03-18 17:33:05.533234
RT000541,E00181,R011,B2,4,2026-03-18 17:26:23.208308
RT000542,E00181,R010,B2,4,2026-03-18 17:27:23.208308
RT000543,E00181,R005,B2,4,2026-03-18 18:50:23.208308
RT000544,E00182,R001,B2,3,2026-03-18 20:19:39.402466
RT000545,E00182,R004,B2,3,2026-03-18 21:34:39.402466
RT000546,E00182,R003,B2,5,2026-03-18 20:55:39.402466
RT000547,E00183,R008,B2,1,2026-03-18 23:18:21.087293
RT000548,E00183,R006,B2,2,2026-03-19 00:00:21.087293
RT000549,E00183,R011,B2,1,2026-03-19 01:26:21.087293
RT000550,E00184,R006,B2,5,2026-03-19 00:06:34.361454
RT000551,E00184,R011,B2,5,2026-03-19 01:21:34.361454
RT000552,E00184,R002,B2,4,2026-03-19 02:52:34.361454
RT000553,E00185,R011,B2,3,2026-03-19 02:05:12.120506
RT000554,E00185,R005,B2,3,2026-03-19 02:13:12.120506
RT000555,E00185,R001,B2,3,2026-03-19 04:31:12.120506
RT000556,E00186,R002,B2,2,2026-03-19 05:43:51.109360
RT000557,E00186,R007,B2,2,2026-03-19 07:05:51.109360
RT000558,E00186,R010,B2,2,2026-03-19 07:21:51.109360
RT000559,E00187,R003,B2,4,2026-03-19 08:02:45.192623
RT000560,E00187,R005,B2,4,2026-03-19 08:10:45.192623
RT000561,E00187,R011,B2,4,2026-03-19 08:26:45.192623
RT000562,E00188,R008,B2,5,2026-03-19 09:23:39.052765
RT000563,E00188,R003,B2,5,2026-03-19 10:34:39.052765
RT000564,E00188,R007,B2,5,2026-03-19 09:39:39.052765
RT000565,E00189,R009,B2,1,2026-03-19 12:21:48.379848
RT000566,E00189,R004,B2,2,2026-03-19 12:31:48.379848
RT000567,E00189,R003,B2,2,2026-03-19 13:37:48.379848
RT000568,E00190,R011,B2,2,2026-03-19 14:46:41.361132
RT000569,E00190,R002,B2,1,2026-03-19 15:33:41.361132
RT000570,E00190,R008,B2,1,2026-03-19 15:08:41.361132
RT000571,E00191,R004,B2,3,2026-03-19 15:18:58.808618
RT000572,E00191,R005,B2,3,2026-03-19 16:47:58.808618
RT000573,E00191,R010,B2,5,2026-03-19 16:50:58.808618
RT000574,E00192,R011,B2,1,2026-03-19 18:11:13.085936
RT000575,E00192,R003,B2,1,2026-03-19 18:29:13.085936
RT000576,E00192,R007,B2,1,2026-03-19 18:53:13.085936
RT000577,E00193,R002,B2,1,2026-03-19 21:23:33.108453
RT000578,E00193,R005,B2,1,2026-03-19 21:23:33.108453
RT000579,E00193,R003,B2,1,2026-03-19 22:05:33.108453
RT000580,E00194,R012,B2,2,2026-03-19 23:01:55.919789
RT000581,E00194,R009,B2,1,2026-03-19 23:52:55.919789
RT000582,E00194,R005,B2,1,2026-03-19 23:33:55.919789
RT000583,E00195,R003,B2,2,2026-03-20 00:08:41.044031
RT000584,E00195,R005,B2,1,2026-03-20 01:06:41.044031
RT000585,E00195,R002,B2,1,2026-03-20 00:52:41.044031
RT000586,E00196,R011,B2,4,2026-03-20 02:37:47.125044
RT000587,E00196,R008,B2,5,2026-03-20 03:39:47.125044
RT000588,E00196,R004,B2,5,2026-03-20 04:35:47.125044
RT000589,E00197,R004,B2,1,2026-03-20 05:17:32.204352
RT000590,E00197,R003,B2,2,2026-03-20 05:20:32.204352
RT000591,E00197,R006,B2,1,2026-03-20 07:43:32.204352
RT000592,E00198,R007,B2,4,2026-03-20 06:55:10.547369
RT000593,E00198,R002,B2,4,2026-03-20 07:11:10.547369
RT000594,E00198,R009,B2,3,2026-03-20 08:55:10.547369
RT000595,E00199,R010,B2,2,2026-03-20 10:30:24.625790
RT000596,E00199,R007,B2,2,2026-03-20 11:37:24.625790
RT000597,E00199,R004,B2,1,2026-03-20 10:58:24.625790
RT000598,E00200,R008,B2,1,2026-03-20 12:37:12.645654
RT000599,E00200,R009,B2,1,2026-03-20 14:06:12.645654
RT000600,E00200,R002,B2,1,2026-03-20 13:07:12.645654
RT000601,E00201,R006,B2,5,2026-03-20 13:54:04.992796
RT000602,E00201,R005,B2,5,2026-03-20 14:36:04.992796
RT000603,E00201,R008,B2,5,2026-03-20 15:30:04.992796
RT000604,E00202,R002,B2,4,2026-03-20 15:24:06.848635
RT000605,E00202,R007,B2,4,2026-03-20 15:42:06.848635
RT000606,E00202,R001,B2,5,2026-03-20 16:22:06.848635
RT000607,E00203,R008,B2,1,2026-03-20 18:43:03.064722
RT000608,E00203,R004,B2,1,2026-03-20 20:09:03.064722
RT000609,E00203,R007,B2,2,2026-03-20 20:51:03.064722
RT000610,E00204,R004,B2,1,2026-03-20 21:08:29.834029
RT000611,E00204,R006,B2,1,2026-03-20 21:39:29.834029
RT000612,E00204,R005,B2,1,2026-03-20 23:42:29.834029
RT000613,E00205,R008,B2,4,2026-03-20 22:34:13.778838
RT000614,E00205,R011,B2,4,2026-03-20 23:24:13.778838
RT000615,E00205,R007,B2,5,2026-03-21 00:56:13.778838
RT000616,E00206,R001,B2,5,2026-03-21 01:01:06.962255
RT000617,E00206,R008,B2,5,2026-03-21 01:16:06.962255
RT000618,E00206,R007,B2,5,2026-03-21 03:23:06.962255
RT000619,E00207,R008,B2,4,2026-03-21 02:42:37.504077
RT000620,E00207,R012,B2,5,2026-03-21 04:10:37.504077
RT000621,E00207,R001,B2,5,2026-03-21 03:26:37.504077
RT000622,E00208,R009,B2,2,2026-03-21 06:12:55.410505
RT000623,E00208,R005,B2,1,2026-03-21 07:09:55.410505
RT000624,E00208,R006,B2,2,2026-03-21 07:02:55.410505
RT000625,E00209,R001,B2,5,2026-03-21 07:24:29.912656
RT000626,E00209,R008,B2,5,2026-03-21 07:51:29.912656
RT000627,E00209,R002,B2,5,2026-03-21 10:22:29.912656
RT000628,E00210,R002,B2,1,2026-03-21 10:06:28.707838
RT000629,E00210,R005,B2,1,2026-03-21 10:37:28.707838
RT000630,E00210,R007,B2,1,2026-03-21 11:32:28.707838
RT000631,E00211,R002,B2,1,2026-03-21 11:59:11.363098
RT000632,E00211,R011,B2,1,2026-03-21 13:20:11.363098
RT000633,E00211,R007,B2,1,2026-03-21 12:49:11.363098
RT000634,E00212,R009,B2,3,2026-03-21 13:36:36.364309
RT000635,E00212,R010,B2,5,2026-03-21 14:58:36.364309
RT000636,E00212,R001,B2,5,2026-03-21 15:50:36.364309
RT000637,E00213,R009,B2,1,2026-03-21 16:06:48.188158
RT000638,E00213,R005,B2,1,2026-03-21 16:13:48.188158
RT000639,E00213,R006,B2,2,2026-03-21 18:08:48.188158
RT000640,E00214,R008,B2,5,2026-03-21 18:16:08.132824
RT000641,E00214,R006,B2,5,2026-03-21 19:35:08.132824
RT000642,E00214,R003,B2,5,2026-03-21 18:46:08.132824
RT000643,E00215,R011,B2,4,2026-03-21 21:20:45.578589
RT000644,E00215,R009,B2,4,2026-03-21 22:16:45.578589
RT000645,E00215,R008,B2,5,2026-03-21 23:16:45.578589
RT000646,E00216,R002,B2,3,2026-03-21 22:31:36.064983
RT000647,E00216,R012,B2,4,2026-03-21 22:55:36.064983
RT000648,E00216,R006,B2,3,2026-03-21 23:31:36.064983
RT000649,E00217,R005,B2,4,2026-03-22 00:15:39.462546
RT000650,E00217,R006,B2,5,2026-03-22 01:20:39.462546
RT000651,E00217,R001,B2,5,2026-03-22 02:53:39.462546
RT000652,E00218,R009,B2,3,2026-03-22 04:01:51.619843
RT000653,E00218,R010,B2,2,2026-03-22 04:09:51.619843
RT000654,E00218,R008,B2,4,2026-03-22 04:39:51.619843
RT000655,E00219,R012,B2,5,2026-03-22 04:36:52.906601
RT000656,E00219,R011,B2,4,2026-03-22 06:00:52.906601
RT000657,E00219,R010,B2,4,2026-03-22 05:04:52.906601
RT000658,E00220,R012,B2,2,2026-03-22 06:55:49.996088
RT000659,E00220,R006,B2,1,2026-03-22 07:13:49.996088
RT000660,E00220,R011,B2,1,2026-03-22 08:15:49.996088
RT000661,E00221,R010,B2,4,2026-03-22 10:59:40.637346
RT000662,E00221,R003,B2,4,2026-03-22 11:15:40.637346
RT000663,E00221,R008,B2,3,2026-03-22 11:59:40.637346
RT000664,E00222,R006,B2,2,2026-03-22 12:50:22.117490
RT000665,E00222,R001,B2,2,2026-03-22 12:51:22.117490
RT000666,E00222,R011,B2,1,2026-03-22 15:22:22.117490
RT000667,E00223,R010,B2,2,2026-03-22 13:48:11.172220
RT000668,E00223,R001,B2,3,2026-03-22 14:08:11.172220
RT000669,E00223,R007,B2,3,2026-03-22 16:32:11.172220
RT000670,E00224,R011,B2,3,2026-03-22 15:44:26.240198
RT000671,E00224,R004,B2,3,2026-03-22 17:04:26.240198
RT000672,E00224,R001,B2,3,2026-03-22 16:06:26.240198
RT000673,E00225,R011,B2,4,2026-03-22 18:50:21.019615
RT000674,E00225,R004,B2,5,2026-03-22 19:42:21.019615
RT000675,E00225,R012,B2,4,2026-03-22 18:58:21.019615
RT000676,E00226,R007,B2,4,2026-03-22 21:29:00.170628
RT000677,E00226,R011,B2,3,2026-03-22 22:58:00.170628
RT000678,E00226,R009,B2,3,2026-03-22 23:43:00.170628
RT000679,E00227,R006,B2,4,2026-03-22 22:46:04.841878
RT000680,E00227,R007,B2,3,2026-03-22 23:04:04.841878
RT000681,E00227,R008,B2,4,2026-03-22 23:16:04.841878
RT000682,E00228,R003,B2,1,2026-03-23 01:02:24.754314
RT000683,E00228,R010,B2,1,2026-03-23 01:47:24.754314
RT000684,E00228,R008,B2,2,2026-03-23 01:56:24.754314
RT000685,E00229,R007,B2,3,2026-03-23 03:38:16.299134
RT000686,E00229,R012,B2,4,2026-03-23 04:17:16.299134
RT000687,E00229,R002,B2,3,2026-03-23 05:54:16.299134
RT000688,E00230,R007,B2,4,2026-03-23 05:20:46.559131
RT000689,E00230,R009,B2,2,2026-03-23 05:53:46.559131
RT000690,E00230,R010,B2,3,2026-03-23 07:56:46.559131
RT000691,E00231,R001,B2,4,2026-03-23 07:30:50.544113
RT000692,E00231,R007,B2,4,2026-03-23 07:55:50.544113
RT000693,E00231,R009,B2,3,2026-03-23 08:24:50.544113
RT000694,E00232,R005,B2,3,2026-03-23 09:34:24.572767
RT000695,E00232,R003,B2,4,2026-03-23 10:46:24.572767
RT000696,E00232,R011,B2,4,2026-03-23 12:16:24.572767
RT000697,E00233,R008,B2,5,2026-03-23 11:52:21.288731
RT000698,E00233,R001,B2,4,2026-03-23 12:05:21.288731
RT000699,E00233,R007,B2,4,2026-03-23 14:30:21.288731
RT000700,E00234,R009,B2,3,2026-03-23 14:42:33.980573
RT000701,E00234,R010,B2,2,2026-03-23 16:02:33.980573
RT000702,E00234,R006,B2,3,2026-03-23 16:40:33.980573
RT000703,E00235,R009,B2,2,2026-03-23 17:26:56.418487
RT000704,E00235,R007,B2,3,2026-03-23 18:25:56.418487
RT000705,E00235,R002,B2,2,2026-03-23 17:56:56.418487
RT000706,E00236,R004,B2,4,2026-03-23 19:48:40.445259
RT000707,E00236,R008,B2,4,2026-03-23 19:58:40.445259
RT000708,E00236,R012,B2,5,2026-03-23 21:44:40.445259
RT000709,E00237,R010,B2,5,2026-03-23 21:28:18.618709
RT000710,E00237,R007,B2,5,2026-03-23 21:57:18.618709
RT000711,E00237,R006,B2,5,2026-03-23 23:46:18.618709
RT000712,E00238,R008,B2,4,2026-03-24 00:23:32.116255
RT000713,E00238,R012,B2,3,2026-03-24 00:25:32.116255
RT000714,E00238,R006,B2,3,2026-03-24 01:51:32.116255
RT000715,E00239,R005,B2,1,2026-03-24 01:31:14.848227
RT000716,E00239,R009,B2,2,2026-03-24 02:05:14.848227
RT000717,E00239,R001,B2,3,2026-03-24 03:47:14.848227
RT000718,E00240,R008,B2,4,2026-03-24 03:01:42.693659
RT000719,E00240,R006,B2,3,2026-03-24 04:29:42.693659
RT000720,E00240,R011,B2,3,2026-03-24 03:45:42.693659
RT000721,E00241,R009,B2,1,2026-03-24 06:06:56.784085
RT000722,E00241,R010,B2,1,2026-03-24 07:06:56.784085
RT000723,E00241,R012,B2,1,2026-03-24 08:24:56.784085
RT000724,E00242,R007,B2,2,2026-03-24 08:31:56.763590
RT000725,E00242,R009,B2,1,2026-03-24 09:08:56.763590
RT000726,E00242,R006,B2,1,2026-03-24 11:29:56.763590
RT000727,E00243,R004,B2,2,2026-03-24 10:51:05.100449
RT000728,E00243,R006,B2,3,2026-03-24 11:33:05.100449
RT000729,E00243,R009,B2,2,2026-03-24 12:51:05.100449
RT000730,E00244,R011,B2,2,2026-03-24 13:00:26.903661
RT000731,E00244,R009,B2,2,2026-03-24 13:08:26.903661
RT000732,E00244,R007,B2,2,2026-03-24 13:28:26.903661
RT000733,E00245,R003,B2,1,2026-03-24 14:24:24.788861
RT000734,E00245,R008,B2,2,2026-03-24 15:39:24.788861
RT000735,E00245,R001,B2,2,2026-03-24 14:58:24.788861
RT000736,E00246,R008,B2,5,2026-03-24 17:34:52.330721
RT000737,E00246,R006,B2,5,2026-03-24 17:40:52.330721
RT000738,E00246,R009,B2,5,2026-03-24 19:04:52.330721
RT000739,E00247,R011,B2,1,2026-03-24 19:39:34.696232
RT000740,E00247,R010,B2,2,2026-03-24 19:58:34.696232
RT000741,E00247,R002,B2,1,2026-03-24 20:11:34.696232
RT000742,E00248,R005,B2,1,2026-03-24 21:42:12.231064
RT000743,E00248,R007,B2,1,2026-03-24 22:46:12.231064
RT000744,E00248,R012,B2,1,2026-03-24 22:00:12.231064
RT000745,E00249,R005,B2,4,2026-03-24 23:14:46.523084
RT000746,E00249,R004,B2,5,2026-03-25 00:11:46.523084
RT000747,E00249,R001,B2,5,2026-03-25 00:46:46.523084
RT000748,E00250,R008,B2,4,2026-03-25 02:02:44.526954
RT000749,E00250,R011,B2,4,2026-03-25 02:34:44.526954
RT000750,E00250,R012,B2,4,2026-03-25 02:50:44.526954
RT000751,E00251,R006,B2,5,2026-03-25 03:40:50.619203
RT000752,E00251,R009,B2,4,2026-03-25 03:51:50.619203
RT000753,E00251,R003,B2,5,2026-03-25 03:40:50.619203
RT000754,E00252,R004,B2,2,2026-03-25 05:37:48.545819
RT000755,E00252,R011,B2,2,2026-03-25 06:17:48.545819
RT000756,E00252,R007,B2,2,2026-03-25 05:59:48.545819
RT000757,E00253,R002,B2,1,2026-03-25 07:42:40.861419
RT000758,E00253,R010,B2,2,2026-03-25 08:21:40.861419
RT000759,E00253,R005,B2,1,2026-03-25 09:26:40.861419
RT000760,E00254,R010,B2,3,2026-03-25 09:54:54.126978
RT000761,E00254,R004,B2,3,2026-03-25 10:55:54.126978
RT000762,E00254,R005,B2,1,2026-03-25 10:18:54.126978
RT000763,E00255,R008,B2,2,2026-03-25 11:53:35.240292
RT000764,E00255,R001,B2,1,2026-03-25 12:30:35.240292
RT000765,E00255,R010,B2,1,2026-03-25 14:27:35.240292
RT000766,E00256,R008,B2,5,2026-03-25 14:47:59.648864
RT000767,E00256,R003,B2,5,2026-03-25 16:06:59.648864
RT000768,E00256,R006,B2,5,2026-03-25 17:05:59.648864
RT000769,E00257,R011,B2,5,2026-03-25 16:47:37.958912
RT000770,E00257,R008,B2,5,2026-03-25 17:10:37.958912
RT000771,E00257,R004,B2,5,2026-03-25 18:37:37.958912
RT000772,E00258,R011,B2,1,2026-03-25 19:24:47.600206
RT000773,E00258,R001,B2,1,2026-03-25 20:50:47.600206
RT000774,E00258,R003,B2,2,2026-03-25 21:14:47.600206
RT000775,E00259,R009,B2,1,2026-03-25 21:25:12.213939
RT000776,E00259,R004,B2,2,2026-03-25 22:44:12.213939
RT000777,E00259,R008,B2,4,2026-03-26 00:07:12.213939
RT000778,E00260,R001,B2,5,2026-03-25 23:13:07.916423
RT000779,E00260,R005,B2,4,2026-03-25 23:33:07.916423
RT000780,E00260,R002,B2,4,2026-03-25 23:19:07.916423
RT000781,E00261,R012,B2,2,2026-03-26 02:03:34.564399
RT000782,E00261,R010,B2,2,2026-03-26 02:45:34.564399
RT000783,E00261,R004,B2,4,2026-03-26 03:17:34.564399
RT000784,E00262,R010,B2,1,2026-03-26 05:02:38.143206
RT000785,E00262,R004,B2,1,2026-03-26 05:09:38.143206
RT000786,E00262,R011,B2,1,2026-03-26 06:44:38.143206
RT000787,E00263,R001,B2,1,2026-03-26 06:17:35.384281
RT000788,E00263,R004,B2,1,2026-03-26 07:24:35.384281
RT000789,E00263,R008,B2,1,2026-03-26 07:05:35.384281
RT000790,E00264,R011,B2,2,2026-03-26 09:32:02.019398
RT000791,E00264,R007,B2,1,2026-03-26 10:12:02.019398
RT000792,E00264,R012,B2,2,2026-03-26 11:00:02.019398
RT000793,E00265,R011,B2,3,2026-03-26 10:10:30.226415
RT000794,E00265,R007,B2,3,2026-03-26 10:24:30.226415
RT000795,E00265,R010,B2,2,2026-03-26 10:46:30.226415
RT000796,E00266,R009,B2,1,2026-03-26 13:11:21.859238
RT000797,E00266,R005,B2,1,2026-03-26 14:28:21.859238
RT000798,E00266,R012,B2,2,2026-03-26 14:41:21.859238
RT000799,E00267,R003,B2,5,2026-03-26 15:16:52.117334
RT000800,E00267,R011,B2,5,2026-03-26 15:49:52.117334
RT000801,E00267,R001,B2,5,2026-03-26 17:22:52.117334
RT000802,E00268,R009,B2,4,2026-03-26 18:13:04.605640
RT000803,E00268,R012,B2,4,2026-03-26 18:28:04.605640
RT000804,E00268,R002,B2,4,2026-03-26 19:11:04.605640
RT000805,E00269,R010,B2,4,2026-03-26 20:21:28.289037
RT000806,E00269,R001,B2,5,2026-03-26 20:21:28.289037
RT000807,E00269,R005,B2,4,2026-03-26 21:15:28.289037
RT000808,E00270,R002,B2,2,2026-03-26 22:15:45.873411
RT000809,E00270,R005,B2,2,2026-03-26 23:01:45.873411
RT000810,E00270,R009,B2,2,2026-03-26 23:37:45.873411
RT000811,E00271,R010,B2,2,2026-03-26 23:32:34.363806
RT000812,E00271,R006,B2,1,2026-03-27 00:07:34.363806
RT000813,E00271,R004,B2,3,2026-03-27 00:14:34.363806
RT000814,E00272,R007,B2,3,2026-03-27 02:22:08.191882
RT000815,E00272,R005,B2,2,2026-03-27 02:50:08.191882
RT000816,E00272,R004,B2,5,2026-03-27 03:30:08.191882
RT000817,E00273,R012,B2,5,2026-03-27 05:07:10.920409
RT000818,E00273,R010,B2,5,2026-03-27 06:04:10.920409
RT000819,E00273,R007,B2,5,2026-03-27 08:05:10.920409
RT000820,E00274,R007,B2,5,2026-03-27 06:33:42.538408
RT000821,E00274,R011,B2,5,2026-03-27 07:37:42.538408
RT000822,E00274,R005,B2,4,2026-03-27 08:01:42.538408
RT000823,E00275,R009,B2,5,2026-03-27 09:33:31.929451
RT000824,E00275,R010,B2,4,2026-03-27 09:52:31.929451
RT000825,E00275,R002,B2,5,2026-03-27 10:55:31.929451
RT000826,E00276,R004,B2,3,2026-03-27 11:20:09.051864
RT000827,E00276,R009,B2,3,2026-03-27 12:11:09.051864
RT000828,E00276,R001,B2,4,2026-03-27 13:58:09.051864
RT000829,E00277,R008,B2,1,2026-03-27 12:46:24.182583
RT000830,E00277,R009,B2,1,2026-03-27 13:29:24.182583
RT000831,E00277,R003,B2,1,2026-03-27 14:38:24.182583
RT000832,E00278,R009,B2,4,2026-03-27 16:07:00.067239
RT000833,E00278,R012,B2,5,2026-03-27 16:56:00.067239
RT000834,E00278,R008,B2,5,2026-03-27 18:31:00.067239
RT000835,E00279,R009,B2,1,2026-03-27 18:05:01.110578
RT000836,E00279,R008,B2,1,2026-03-27 18:43:01.110578
RT000837,E00279,R012,B2,1,2026-03-27 20:39:01.110578
RT000838,E00280,R003,B2,1,2026-03-27 19:46:21.780648
RT000839,E00280,R008,B2,2,2026-03-27 19:47:21.780648
RT000840,E00280,R007,B2,2,2026-03-27 20:42:21.780648
RT000841,E00281,R007,B2,5,2026-03-27 22:44:44.199830
RT000842,E00281,R010,B2,5,2026-03-27 23:53:44.199830
RT000843,E00281,R006,B2,5,2026-03-28 01:10:44.199830
RT000844,E00282,R012,B2,2,2026-03-27 23:48:51.848162
RT000845,E00282,R003,B2,2,2026-03-28 00:10:51.848162
